S train_x,D train_x,P(Df|e) train_x,P(D|e) train_x,S valid_x,D valid_x,P(Df|e) valid_x,P(D|e) valid_x,S test_x,D test_x,P(Df|e) test_x,P(D|e) test_x
0,0,,0.0012738670920953155,1,1,,0.987581193447113,0,0,,0.0009708867873996496
0,1,,0.8105190992355347,1,1,,0.998306155204773,1,0,,0.031478699296712875
0,1,,0.9998118877410889,0,0,,0.001562461955472827,0,1,,0.9995782971382141
1,0,,0.039739638566970825,0,1,,0.9974557161331177,0,0,,0.19484968483448029
0,0,,0.02221151627600193,0,1,,0.9971323609352112,0,0,,0.23872821033000946
0,0,,0.1904049813747406,0,1,,0.933925449848175,0,0,,0.2183459848165512
0,1,,0.9665008187294006,0,0,,0.010271869599819183,1,0,,0.025549910962581635
1,0,,0.06657390296459198,0,1,,0.9882400631904602,1,0,,0.0010317807318642735
0,1,,0.9314571619033813,1,1,,0.9627912044525146,0,0,,0.07904212921857834
1,0,,0.0215905774384737,1,1,,0.9207139015197754,0,1,,0.9340465664863586
0,1,,0.9972712397575378,1,0,,0.0027926841285079718,0,0,,0.02049538865685463
0,0,,0.007974420674145222,0,1,,0.9988969564437866,0,1,,0.999030351638794
1,0,,0.021763648837804794,0,1,,0.9855624437332153,1,1,,0.9599069356918335
0,0,,0.014527229592204094,0,1,,0.9455680251121521,1,1,,0.9998267889022827
0,0,,0.09792407602071762,1,0,,0.01933368854224682,0,0,,0.21527862548828125
0,0,,0.013296741992235184,0,0,,0.5866559147834778,0,0,,0.019203774631023407
0,1,,0.9539362192153931,0,1,,0.9986140727996826,0,1,,0.6408188343048096
1,1,,0.8763989806175232,1,0,,0.0020549234468489885,1,0,,0.28966712951660156
0,1,,0.9991723299026489,0,1,,0.7476235628128052,0,1,,0.8200224041938782
1,1,,0.9970901608467102,0,1,,0.9874016642570496,0,1,,0.9991084933280945
0,1,,0.9353997707366943,0,0,,0.005131031386554241,0,1,,0.9951725006103516
0,0,,0.023398658260703087,0,0,,0.19010868668556213,0,0,,0.17566843330860138
0,1,,0.9609981775283813,1,0,,0.00712083512917161,1,1,,0.9925637245178223
0,0,,0.6482242345809937,0,1,,0.9785000085830688,0,0,,0.036725834012031555
0,0,,0.022361014038324356,0,0,,0.020317981019616127,0,1,,0.9991437196731567
