,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,weights,eval_type
0,0.09152725727311364,0.011939673229995812,0.09152725727311362,0.059202743413269754,0.8884194943176176,0.09152725727311362,0.804,0.8074656188605107,0.8011695906432749,0.8138613861386138,0.18613861386138614,0.20606060606060606,synthetic_20,flip,0.3,x1,fair,ground
1,0.05264072943630954,0.16422287390029328,0.16422287390029328,0.07290544132649396,0.8668765577856486,0.0526407294363096,0.729,0.737148399612027,0.7224334600760456,0.7524752475247525,0.24752475247524752,0.29494949494949496,synthetic_20,flip,0.3,x1,emp,ground
2,0.017647977510541923,0.02192758796532382,0.02192758796532382,0.01067390321121664,0.9792800702370501,0.017647977510541923,0.798,0.8011811023622047,0.8011811023622047,0.8011811023622047,0.19881889763779528,0.20528455284552846,synthetic_20,flip,0.3,x2,fair,ground
3,0.058982768493935134,0.1023287438381778,0.1023287438381778,0.011623699683401156,0.9781852134793312,0.058982768493935134,0.761,0.7695274831243972,0.7542533081285444,0.7854330708661418,0.21456692913385828,0.26422764227642276,synthetic_20,flip,0.3,x2,emp,ground
4,0.039680638722554895,0.05343827671913837,0.05343827671913837,0.022811701880659396,0.956931506849315,0.039680638722554895,0.781,0.7825223435948362,0.7533460803059273,0.8140495867768595,0.1859504132231405,0.25,synthetic_20,flip,0.3,x3,fair,ground
5,0.01624750499001995,0.0848083151314303,0.0848083151314303,0.012750561102081948,0.9762436914203315,0.016247504990019923,0.753,0.7571288102261554,0.7223264540337712,0.7954545454545454,0.20454545454545456,0.2868217054263566,synthetic_20,flip,0.3,x3,emp,ground
6,0.056434275184275184,0.10093883248245666,0.10093883248245666,0.021083284241179,0.9615844452783425,0.05643427518427513,0.776,0.7833655705996132,0.7584269662921348,0.81,0.19,0.258,synthetic_20,flip,0.3,x4,fair,ground
7,0.03915847665847666,0.05468555804126271,0.05468555804126271,0.009076061707640637,0.9831204460834091,0.039158476658476604,0.755,0.7632850241545893,0.7383177570093458,0.79,0.21,0.28,synthetic_20,flip,0.3,x4,emp,ground
8,0.052634286890306664,0.008997774537641001,0.05263428689030669,0.03283671333898053,0.9393074230981765,0.05263428689030669,0.784,0.7902912621359223,0.7842003853564548,0.7964774951076321,0.2035225048923679,0.22903885480572597,synthetic_20,flip,0.3,x5,fair,ground
9,0.14946491047540647,0.11718210421303046,0.14946491047540644,0.02973831191480303,0.9444096328410784,0.14946491047540644,0.758,0.7641325536062378,0.7611650485436893,0.7671232876712328,0.2328767123287671,0.25153374233128833,synthetic_20,flip,0.3,x5,emp,ground
10,0.033396837492855797,0.08672150411280846,0.08672150411280846,0.04951943268437031,0.9063922982159968,0.03339683749285571,0.807,0.8071928071928071,0.8178137651821862,0.796844181459566,0.20315581854043394,0.18255578093306288,synthetic_20,flip,0.3,x6,fair,ground
11,0.12867212802438557,0.033059146102624365,0.12867212802438566,0.039034327616086884,0.925733389665497,0.12867212802438566,0.755,0.7562189054726369,0.7630522088353414,0.7495069033530573,0.2504930966469428,0.23935091277890466,synthetic_20,flip,0.3,x6,emp,ground
12,0.0416073319458137,0.04923912181976697,0.04923912181976697,0.04760003612184466,0.9100745263535962,0.041607331945813675,0.792,0.7972709551656921,0.7941747572815534,0.8003913894324853,0.19960861056751467,0.2167689161554192,synthetic_20,flip,0.3,x7,fair,ground
13,0.10760579837149015,0.10903939129745582,0.10903939129745582,0.0006273794076967487,0.9988211338548924,0.10760579837149009,0.755,0.7651006711409396,0.75,0.7808219178082192,0.2191780821917808,0.2719836400817996,synthetic_20,flip,0.3,x7,emp,ground
14,0.015210011315982153,0.055746140651801,0.055746140651801,0.011029411764705843,0.9794801641586868,0.015210011315982208,0.78,0.7920604914933838,0.7905660377358491,0.7935606060606061,0.20643939393939395,0.23516949152542374,synthetic_20,flip,0.3,x8,fair,ground
15,0.4621580243626439,0.4848484848484848,0.4848484848484848,0.010294117647058898,0.980392156862745,0.46215802436264397,0.51,0.5315487571701721,0.5366795366795367,0.5265151515151515,0.4734848484848485,0.5084745762711864,synthetic_20,flip,0.3,x8,emp,ground
16,0.028459383753501405,0.008842573856738173,0.028459383753501433,0.0015541525012141566,0.9969433565765594,0.028459383753501433,0.803,0.8059113300492611,0.8051181102362205,0.8067061143984221,0.1932938856015779,0.20081135902636918,synthetic_20,flip,0.3,x9,fair,ground
17,0.08756302521008405,0.06481181707810604,0.08756302521008408,0.021029626032054383,0.9609064644275912,0.08756302521008408,0.766,0.7728155339805826,0.7609942638623327,0.7850098619329389,0.21499013806706113,0.2535496957403651,synthetic_20,flip,0.3,x9,emp,ground
18,0.0010840108401083959,0.0274065334700114,0.0274065334700114,0.009658509717523023,0.9815586854460093,0.0010840108401083404,0.803,0.8078048780487804,0.7946257197696737,0.8214285714285714,0.17857142857142858,0.2157258064516129,synthetic_20,flip,0.3,x10,fair,ground
19,0.3582655826558266,0.39539291723884495,0.39539291723884495,0.026910063734361556,0.9524256651017213,0.3582655826558266,0.48,0.5103578154425612,0.48566308243727596,0.5376984126984127,0.4623015873015873,0.5786290322580645,synthetic_20,flip,0.3,x10,emp,ground
