,noise,level,metric,model,ground
0,balanced,0.3,accuracy,LR_noisy,0.687 + 0.003 
1,balanced,0.3,accuracy,Reweight_noisy,0.665 + 0.002 
2,balanced,0.3,accuracy,Reduction_noisy,0.741 + 0.004 
3,balanced,0.3,accuracy,FR_fair,0.691 + 0.006
4,balanced,0.3,accuracy,FR_emp,0.744 + 0.002
5,balanced,0.3,accuracy,LR_fair,0.736 + 0.003
6,balanced,0.3,accuracy,Reweight_fair,0.734 + 0.002
7,balanced,0.3,accuracy,Reduction_fair,0.719 + 0.010
8,balanced,0.3,accuracy,FR_fair,0.691 + 0.006
9,balanced,0.3,accuracy,FR_emp,0.744 + 0.002
10,balanced,0.3,accuracy,LR_emp,0.737 +  0.003
11,balanced,0.3,accuracy,Reweight_emp,0.735 +  0.003
12,balanced,0.3,accuracy,Reduction_emp,0.720 +  0.011
13,balanced,0.3,accuracy,FR_fair,0.691 + 0.006
14,balanced,0.3,accuracy,FR_emp,0.744 + 0.002
15,balanced,0.3,Equal_Opportunity,LR_noisy,0.765 + 0.008 
16,balanced,0.3,Equal_Opportunity,Reweight_noisy,0.093 + 0.010 
17,balanced,0.3,Equal_Opportunity,Reduction_noisy,0.106 + 0.008 
18,balanced,0.3,Equal_Opportunity,FR_fair,0.025 + 0.005
19,balanced,0.3,Equal_Opportunity,FR_emp,0.017 + 0.007
20,balanced,0.3,Equal_Opportunity,LR_fair,0.201 + 0.132
21,balanced,0.3,Equal_Opportunity,Reweight_fair,0.088 + 0.027
22,balanced,0.3,Equal_Opportunity,Reduction_fair,0.067 + 0.012
23,balanced,0.3,Equal_Opportunity,FR_fair,0.025 + 0.005
24,balanced,0.3,Equal_Opportunity,FR_emp,0.017 + 0.007
25,balanced,0.3,Equal_Opportunity,LR_emp,0.207 +  0.132
26,balanced,0.3,Equal_Opportunity,Reweight_emp,0.089 +  0.026
27,balanced,0.3,Equal_Opportunity,Reduction_emp,0.066 +  0.012
28,balanced,0.3,Equal_Opportunity,FR_fair,0.025 + 0.005
29,balanced,0.3,Equal_Opportunity,FR_emp,0.017 + 0.007
30,balanced,0.3,equalized_odds,LR_noisy,0.765 + 0.008 
31,balanced,0.3,equalized_odds,Reweight_noisy,0.093 + 0.010 
32,balanced,0.3,equalized_odds,Reduction_noisy,0.106 + 0.008 
33,balanced,0.3,equalized_odds,FR_fair,0.054 + 0.008
34,balanced,0.3,equalized_odds,FR_emp,0.017 + 0.007
35,balanced,0.3,equalized_odds,LR_fair,0.204 + 0.130
36,balanced,0.3,equalized_odds,Reweight_fair,0.090 + 0.025
37,balanced,0.3,equalized_odds,Reduction_fair,0.069 + 0.010
38,balanced,0.3,equalized_odds,FR_fair,0.054 + 0.008
39,balanced,0.3,equalized_odds,FR_emp,0.017 + 0.007
40,balanced,0.3,equalized_odds,LR_emp,0.210 +  0.129
41,balanced,0.3,equalized_odds,Reweight_emp,0.091 +  0.025
42,balanced,0.3,equalized_odds,Reduction_emp,0.068 +  0.011
43,balanced,0.3,equalized_odds,FR_fair,0.054 + 0.008
44,balanced,0.3,equalized_odds,FR_emp,0.017 + 0.007
