S train_x,D train_x,P(Df|e) train_x,P(D|e) train_x,S valid_x,D valid_x,P(Df|e) valid_x,P(D|e) valid_x,S test_x,D test_x,P(Df|e) test_x,P(D|e) test_x
0,0,3.910808175078273e-7,0.0,0,1,0.9999992847442627,0.9999998211860657,1,1,0.9997257590293884,1.0
0,0,2.697838681342546e-7,0.0,1,0,1.3403680895862635e-5,0.0,0,1,0.999990701675415,0.9999998807907104
0,1,0.9999620914459229,1.0,0,0,9.355635484098457e-6,0.0,1,0,8.147229891619645e-6,0.0
1,0,4.9908310757018626e-5,0.0,0,0,4.593502126226667e-6,0.0,0,1,1.0,1.0
0,0,4.877704213868128e-6,0.0,0,1,0.9999687671661377,0.9999995827674866,0,1,0.9999992847442627,1.0
0,0,0.00011656359129119664,0.0,0,0,9.294154210692795e-7,0.0,1,1,0.9945659041404724,1.0
0,1,0.9999630451202393,1.0,0,1,0.99996018409729,1.0,0,1,0.9999573230743408,1.0
1,0,2.44801467488287e-5,0.0,0,0,0.00041490132571198046,0.0,1,0,2.697541731322417e-6,0.0
0,1,0.9998133182525635,1.0,0,1,0.9999954700469971,1.0,1,1,0.9907158613204956,1.0
1,0,8.678708240950073e-7,0.0,1,1,0.9980186820030212,0.9999998807907104,1,0,1.7987426303989196e-7,0.0
0,1,0.9999983310699463,1.0,0,0,7.962717063492164e-5,0.0,0,0,1.3938699339632876e-5,0.0
0,0,4.3923942030232865e-6,0.0,1,0,3.174344271883456e-7,0.0,0,1,0.9999992847442627,1.0
1,0,3.2098073461384047e-6,0.0,0,0,8.816071783712687e-8,0.0,0,1,0.9999992847442627,1.0
0,0,1.8719776562647894e-5,0.0,1,0,2.055819976476414e-7,0.0,0,1,1.0,1.0
0,1,1.0,1.0,0,1,0.9999649524688721,1.0,0,0,2.0217868950567208e-5,0.0
0,0,1.5826082744752057e-5,0.0,0,1,0.9999582767486572,1.0,0,0,1.3092160770611372e-5,0.0
1,1,0.9987413287162781,0.9999999403953552,0,0,7.654325600015e-7,0.0,0,0,3.126668843833613e-7,0.0
0,0,9.703063369670417e-6,0.0,0,0,2.13821726902097e-6,0.0,1,0,0.00013225464499555528,0.0
0,1,0.999976396560669,1.0,1,1,0.9988728165626526,1.0,0,1,0.9999983310699463,1.0
1,1,0.9847615957260132,1.0,0,0,1.1758501386793796e-5,0.0,0,1,0.9999992847442627,1.0
0,1,0.9999988079071045,0.9999994039535522,1,0,4.881417680735467e-6,0.0,1,0,1.2248742109477462e-7,0.0
0,0,0.00025180113152600825,0.0,0,1,0.9987345337867737,1.0,0,1,0.9999659061431885,1.0
1,1,0.9995150566101074,1.0,0,1,0.9999992847442627,1.0,0,0,5.566402705881046e-6,0.0
0,0,6.758082599844784e-5,0.0,0,0,1.6206340660573915e-6,0.0,0,1,0.9999992847442627,1.0
0,0,7.369448667304823e-6,0.0,0,1,0.9999973773956299,1.0,1,1,0.9208868741989136,1.0
0,1,0.9998495578765869,1.0,0,1,0.9999868869781494,0.9999998807907104,0,0,2.710110607040406e-7,0.0
0,0,0.0007093127351254225,0.0,0,0,9.442829878025805e-7,0.0,0,0,6.431171641452238e-5,0.0
0,1,0.9997599124908447,1.0,1,1,0.9943657517433167,0.9999997019767761,0,1,1.0,1.0
0,0,9.159307410300244e-7,0.0,0,1,0.9992966651916504,1.0,0,0,9.671431143942755e-6,0.0
0,0,5.016036993765738e-6,0.0,1,1,0.9902870059013367,1.0,0,1,0.9994844198226929,1.0
0,1,0.9997122883796692,1.0,0,0,4.9626247346168384e-5,0.0,1,1,0.9934813976287842,0.9999999403953552
0,1,0.9998400211334229,0.9999998211860657,0,1,0.9999983310699463,1.0,0,0,9.737677828525193e-6,0.0
1,0,1.0682509810067131e-6,0.0,1,0,1.8209788322565146e-5,0.0,0,1,0.9999954700469971,1.0
1,1,0.9358107447624207,1.0,0,0,2.501365941043332e-7,0.0,0,0,1.2851344763475936e-5,0.0
0,1,1.0,1.0,0,1,0.9997704029083252,0.9999998807907104,0,0,8.261718903668225e-5,0.0
0,1,0.9999973773956299,1.0,1,0,1.375489682686748e-5,0.0,0,0,7.675140295759775e-6,0.0
0,0,4.883980864178739e-7,0.0,0,0,1.115079976443667e-5,0.0,1,0,0.00014442013343796134,0.0
0,1,0.999990701675415,1.0,0,1,0.9999973773956299,1.0,0,0,9.321712241217028e-6,0.0
0,0,4.812918632524088e-5,0.0,1,1,0.9582468271255493,1.0,0,1,0.9999659061431885,1.0
