,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,17902.0,30041.0,17124.0,42239.0,46391.0,32438.0,11360.0,30248.0,23260.0,13642.0
1,33004.0,35578.0,44616.0,1485.0,19646.0,12996.0,37045.0,10796.0,12935.0,22260.0
2,1048.0,42540.0,2517.0,14128.0,13122.0,12655.0,13228.0,40648.0,22292.0,43062.0
3,12565.0,13249.0,37759.0,24784.0,25034.0,1775.0,20424.0,6283.0,22939.0,9946.0
4,30561.0,27887.0,36602.0,22077.0,32716.0,29934.0,14188.0,26557.0,16674.0,7970.0
5,8045.0,32213.0,36557.0,23771.0,30804.0,24781.0,14310.0,27238.0,2045.0,44651.0
6,20337.0,13178.0,43841.0,37367.0,44807.0,12344.0,44091.0,3513.0,12433.0,8647.0
7,44622.0,38922.0,23122.0,24247.0,27175.0,15361.0,13687.0,19527.0,8590.0,36049.0
8,41748.0,17969.0,32722.0,1749.0,3622.0,493.0,20895.0,20610.0,19489.0,1302.0
9,44851.0,42075.0,24313.0,18969.0,18223.0,22775.0,21922.0,41507.0,39204.0,41628.0
10,5656.0,37566.0,2541.0,39864.0,33337.0,34733.0,12387.0,20872.0,21478.0,10002.0
11,8577.0,40668.0,29294.0,423.0,5124.0,45925.0,28916.0,4740.0,4778.0,38605.0
12,18925.0,41574.0,13965.0,11441.0,36982.0,26874.0,41578.0,40672.0,11709.0,28505.0
13,44603.0,21544.0,44336.0,26348.0,27707.0,12662.0,34846.0,35005.0,39073.0,9499.0
14,12288.0,10300.0,40439.0,29209.0,44230.0,10186.0,43923.0,41469.0,28536.0,21110.0
15,2625.0,8012.0,46335.0,38624.0,41514.0,27869.0,20862.0,38409.0,32644.0,35718.0
16,21138.0,8885.0,27968.0,30292.0,11394.0,27060.0,7185.0,36470.0,35576.0,14593.0
17,40662.0,46302.0,42081.0,29977.0,37363.0,39939.0,33372.0,1436.0,18962.0,13957.0
18,21769.0,17120.0,3043.0,22785.0,45406.0,4241.0,43887.0,22857.0,27175.0,2005.0
19,27228.0,3771.0,21220.0,30336.0,30591.0,19501.0,45359.0,12406.0,40689.0,21853.0
20,29723.0,26540.0,32678.0,27192.0,13814.0,13334.0,1740.0,24482.0,44294.0,17549.0
21,31547.0,26393.0,35855.0,2900.0,37469.0,32570.0,16431.0,14108.0,42200.0,14376.0
22,23204.0,321.0,26970.0,44896.0,29523.0,13384.0,27918.0,27419.0,20875.0,13113.0
23,31280.0,30711.0,32000.0,46382.0,34850.0,42009.0,29264.0,38497.0,16627.0,18125.0
24,30560.0,14132.0,45396.0,11843.0,26529.0,32243.0,12980.0,8957.0,23428.0,14521.0
25,33780.0,45649.0,23393.0,38122.0,20787.0,31943.0,22956.0,27948.0,26930.0,21438.0
26,3763.0,35152.0,31611.0,8236.0,13047.0,10171.0,25903.0,9407.0,19469.0,38604.0
27,26343.0,30751.0,20816.0,16643.0,14919.0,13464.0,25685.0,40355.0,13085.0,14930.0
28,23475.0,43887.0,47333.0,35719.0,19276.0,9517.0,29217.0,34089.0,16224.0,32678.0
29,13985.0,20610.0,22397.0,13391.0,15805.0,37704.0,12680.0,27068.0,16632.0,38606.0
30,37769.0,13443.0,40232.0,4973.0,47257.0,21945.0,22056.0,15449.0,47210.0,44838.0
31,9548.0,34971.0,45912.0,26281.0,34660.0,18926.0,44721.0,40666.0,36950.0,41733.0
32,34753.0,18925.0,21847.0,18061.0,45231.0,32673.0,35417.0,6365.0,11217.0,645.0
33,44376.0,26109.0,27804.0,11481.0,33004.0,27988.0,25079.0,13464.0,44392.0,26594.0
34,34102.0,9362.0,2989.0,251.0,15218.0,14347.0,8432.0,13643.0,1176.0,20670.0
35,1402.0,12617.0,22908.0,38216.0,16402.0,36375.0,30724.0,35904.0,4067.0,24334.0
36,5261.0,23112.0,2982.0,41300.0,44145.0,13342.0,48828.0,16013.0,28989.0,42526.0
37,21921.0,20518.0,37704.0,26425.0,26578.0,4398.0,32609.0,22245.0,27173.0,7939.0
38,15639.0,20813.0,28521.0,21897.0,34103.0,9520.0,15163.0,13015.0,21170.0,22752.0
39,15912.0,26582.0,41314.0,38660.0,35905.0,45611.0,11645.0,6988.0,27887.0,1013.0
40,30897.0,20875.0,6922.0,11275.0,33070.0,12892.0,27282.0,23725.0,32838.0,619.0
41,40534.0,43830.0,38938.0,46704.0,2626.0,28875.0,15405.0,15024.0,18065.0,41379.0
42,30885.0,24867.0,25772.0,16035.0,23165.0,6371.0,15601.0,12899.0,25778.0,32011.0
43,45822.0,36472.0,29961.0,3201.0,32727.0,21769.0,45912.0,16046.0,36051.0,16858.0
44,41175.0,23937.0,14541.0,7508.0,24585.0,44091.0,8983.0,19834.0,14065.0,18123.0
45,29467.0,14145.0,4063.0,17139.0,45919.0,45882.0,40862.0,44070.0,12178.0,26895.0
46,40079.0,12938.0,29983.0,29360.0,36047.0,15994.0,13190.0,25030.0,2223.0,3706.0
47,22261.0,41189.0,17564.0,39346.0,20389.0,2542.0,46904.0,16060.0,42321.0,32774.0
48,39894.0,1009.0,10453.0,20913.0,18067.0,9466.0,13318.0,40797.0,28828.0,38688.0
49,26324.0,11833.0,17966.0,37627.0,34863.0,26034.0,29122.0,44728.0,55.0,19945.0
50,32124.0,45735.0,38683.0,14522.0,11273.0,46324.0,32344.0,17692.0,27020.0,29401.0
51,18532.0,34650.0,13524.0,28589.0,11969.0,33161.0,23793.0,11029.0,14930.0,34360.0
52,17685.0,14516.0,37427.0,25763.0,22328.0,41976.0,1800.0,12689.0,24283.0,4656.0
53,5306.0,8342.0,32898.0,1869.0,18379.0,12580.0,20021.0,13436.0,14253.0,40539.0
54,19478.0,7949.0,35557.0,13797.0,25898.0,27534.0,18910.0,40853.0,40896.0,5962.0
55,10278.0,40627.0,21351.0,10512.0,13295.0,7475.0,21666.0,32278.0,20113.0,9918.0
56,10064.0,44402.0,3609.0,35458.0,22527.0,35421.0,23108.0,11682.0,46303.0,19194.0
57,15217.0,23224.0,12616.0,19437.0,23687.0,22256.0,6366.0,1555.0,24002.0,29753.0
58,40411.0,30345.0,25888.0,36511.0,18923.0,1111.0,38247.0,34366.0,36575.0,7217.0
59,23677.0,38893.0,27453.0,2537.0,22233.0,36606.0,23089.0,12567.0,41728.0,14447.0
60,20465.0,38683.0,35552.0,16438.0,10734.0,14296.0,16940.0,77.0,39335.0,30861.0
61,36911.0,41142.0,38912.0,3543.0,15468.0,28254.0,22302.0,17148.0,45026.0,2878.0
62,30067.0,12372.0,34734.0,25844.0,21138.0,14446.0,40931.0,21767.0,18105.0,17319.0
63,26727.0,44381.0,12607.0,22536.0,26489.0,1029.0,33560.0,27270.0,27238.0,20205.0
64,12033.0,20313.0,47335.0,29961.0,14866.0,28405.0,5677.0,43454.0,46335.0,26753.0
65,29820.0,13626.0,14057.0,43700.0,3219.0,29912.0,11862.0,17665.0,8579.0,8679.0
66,15515.0,3109.0,3743.0,28243.0,39578.0,45074.0,13575.0,25793.0,28407.0,37339.0
67,47211.0,4045.0,26885.0,28169.0,2314.0,31565.0,27354.0,38938.0,43525.0,10647.0
68,14331.0,41351.0,35694.0,41350.0,5104.0,8012.0,12993.0,29577.0,39112.0,11620.0
69,1730.0,40778.0,14706.0,3570.0,24218.0,28846.0,26590.0,7090.0,40877.0,26990.0
70,4433.0,8828.0,277.0,32917.0,29122.0,16726.0,26286.0,2889.0,44671.0,44325.0
71,18945.0,44907.0,11985.0,37490.0,15084.0,40932.0,5516.0,32476.0,15024.0,15084.0
72,36167.0,19821.0,45923.0,18221.0,1831.0,18910.0,19437.0,32625.0,15085.0,40668.0
73,28900.0,13299.0,1557.0,46484.0,36487.0,13426.0,13240.0,42344.0,9212.0,42199.0
74,11288.0,15794.0,42791.0,21964.0,5699.0,43895.0,19887.0,44231.0,34240.0,34388.0
75,28480.0,23726.0,39075.0,36688.0,20382.0,2341.0,10258.0,15815.0,16962.0,42863.0
76,25199.0,16063.0,36390.0,42418.0,31904.0,23809.0,17745.0,37293.0,13715.0,27728.0
77,9827.0,3214.0,43823.0,14797.0,6231.0,17967.0,27789.0,16742.0,2360.0,22183.0
78,41091.0,19963.0,15946.0,21487.0,13200.0,4756.0,31310.0,32583.0,39646.0,28405.0
79,34876.0,13462.0,36432.0,37748.0,26110.0,37363.0,16636.0,12475.0,37161.0,43935.0
80,41232.0,29784.0,38905.0,30777.0,6293.0,26278.0,26354.0,10773.0,26536.0,34651.0
81,15392.0,11492.0,1111.0,18763.0,17102.0,24271.0,25869.0,11107.0,12447.0,31785.0
82,46720.0,23799.0,30064.0,19476.0,39146.0,33245.0,9862.0,29751.0,4262.0,7491.0
83,7025.0,16136.0,43430.0,14056.0,17695.0,9507.0,48544.0,24030.0,32390.0,13635.0
84,5456.0,15246.0,22388.0,38438.0,15751.0,23645.0,17934.0,21777.0,41175.0,3089.0
85,12348.0,5478.0,37825.0,2202.0,1322.0,22016.0,22409.0,32125.0,41612.0,2628.0
86,29086.0,28607.0,2641.0,11677.0,46362.0,26967.0,10594.0,41277.0,4084.0,16894.0
87,12991.0,4711.0,26063.0,14278.0,18872.0,12565.0,22383.0,29468.0,32440.0,14439.0
88,2278.0,6282.0,37795.0,4609.0,1495.0,12384.0,15750.0,45230.0,29710.0,17637.0
89,24867.0,43287.0,1555.0,44118.0,41545.0,10670.0,16883.0,41214.0,1328.0,33270.0
90,36391.0,22527.0,26951.0,37564.0,11045.0,10774.0,32277.0,12930.0,34847.0,16224.0
91,7748.0,34289.0,27973.0,12381.0,30478.0,15929.0,11305.0,15946.0,43508.0,34239.0
92,13016.0,32863.0,31145.0,17683.0,4289.0,12491.0,13227.0,22526.0,22518.0,4891.0
93,1030.0,12877.0,12345.0,32938.0,2634.0,43039.0,3073.0,35169.0,12824.0,17291.0
94,44278.0,2851.0,32127.0,12328.0,21485.0,31302.0,7550.0,20132.0,17904.0,36827.0
95,17716.0,21184.0,36929.0,21391.0,6988.0,10734.0,23906.0,44680.0,25759.0,33829.0
96,9963.0,12711.0,37489.0,28562.0,47922.0,12805.0,24746.0,35577.0,30313.0,249.0
97,16710.0,17884.0,18155.0,28506.0,39945.0,3570.0,44324.0,13275.0,42612.0,13744.0
98,4441.0,43970.0,6675.0,6341.0,34305.0,42279.0,11473.0,33601.0,26097.0,10426.0
99,21219.0,20792.0,20951.0,14805.0,9741.0,15162.0,34266.0,28843.0,31765.0,21683.0
100,36051.0,42844.0,25537.0,33674.0,1299.0,139.0,15587.0,13471.0,28606.0,34828.0
101,17585.0,32999.0,22972.0,16064.0,37778.0,15731.0,38966.0,38061.0,20840.0,40942.0
102,12542.0,4204.0,17144.0,42238.0,30408.0,15849.0,18182.0,17717.0,8984.0,17791.0
103,28249.0,46756.0,27461.0,14782.0,40753.0,28119.0,39171.0,14891.0,14254.0,25949.0
104,11042.0,12934.0,22667.0,21426.0,40147.0,10063.0,18117.0,9954.0,27817.0,14900.0
105,8291.0,10303.0,11722.0,27596.0,225.0,17775.0,18813.0,45725.0,44698.0,30291.0
106,22338.0,1272.0,5200.0,31110.0,24501.0,36986.0,22464.0,29576.0,46858.0,43534.0
107,47998.0,21732.0,34271.0,41123.0,1908.0,1418.0,29825.0,10768.0,11628.0,10649.0
108,6291.0,2476.0,25743.0,38765.0,30199.0,12357.0,47192.0,31950.0,40175.0,35301.0
109,14686.0,13330.0,20877.0,33655.0,14249.0,35118.0,5950.0,14783.0,43214.0,33268.0
110,24247.0,10801.0,12936.0,12715.0,21986.0,31831.0,30258.0,10669.0,38945.0,1074.0
111,10594.0,33984.0,662.0,43901.0,7991.0,31345.0,26753.0,18726.0,32726.0,39013.0
112,10319.0,17717.0,5646.0,43260.0,32243.0,30608.0,3591.0,13447.0,36048.0,32631.0
113,37385.0,10694.0,14512.0,15614.0,25413.0,34767.0,45804.0,15446.0,33120.0,39651.0
114,28119.0,13022.0,8115.0,15971.0,13560.0,12400.0,8242.0,6967.0,8867.0,45537.0
115,27048.0,43175.0,10552.0,37640.0,13472.0,32357.0,13662.0,10456.0,48819.0,21541.0
116,15732.0,5479.0,27407.0,8955.0,29256.0,1120.0,14594.0,38410.0,37428.0,24460.0
117,34229.0,13144.0,19642.0,14297.0,15830.0,31824.0,22647.0,17049.0,38719.0,33301.0
118,32455.0,35961.0,18258.0,10041.0,6058.0,23387.0,42074.0,35519.0,21263.0,30595.0
119,13301.0,43436.0,10714.0,26577.0,40628.0,45576.0,16403.0,39117.0,13293.0,43289.0
120,247.0,31455.0,14303.0,32579.0,14439.0,41439.0,33280.0,31266.0,7127.0,8722.0
