,noise,level,metric,model,ground
0,flip,0.1,accuracy,LR_noisy,0.833 + 0.007 
1,flip,0.1,accuracy,Reweight_noisy,0.835 + 0.007 
2,flip,0.1,accuracy,Reduction_noisy,0.814 + 0.007 
3,flip,0.1,accuracy,FR_fair,0.817 + 0.007
4,flip,0.1,accuracy,FR_emp,0.830 + 0.005
5,flip,0.1,accuracy,LR_fair,0.833 + 0.007
6,flip,0.1,accuracy,Reweight_fair,0.830 + 0.008
7,flip,0.1,accuracy,Reduction_fair,0.808 + 0.038
8,flip,0.1,accuracy,FR_fair,0.817 + 0.007
9,flip,0.1,accuracy,FR_emp,0.830 + 0.005
10,flip,0.1,accuracy,LR_emp,0.832 +  0.007
11,flip,0.1,accuracy,Reweight_emp,0.829 +  0.008
12,flip,0.1,accuracy,Reduction_emp,0.809 +  0.037
13,flip,0.1,accuracy,FR_fair,0.817 + 0.007
14,flip,0.1,accuracy,FR_emp,0.830 + 0.005
15,flip,0.1,Equal_Opportunity,LR_noisy,0.479 + 0.050 
16,flip,0.1,Equal_Opportunity,Reweight_noisy,0.084 + 0.064 
17,flip,0.1,Equal_Opportunity,Reduction_noisy,0.081 + 0.072 
18,flip,0.1,Equal_Opportunity,FR_fair,0.222 + 0.071
19,flip,0.1,Equal_Opportunity,FR_emp,0.048 + 0.032
20,flip,0.1,Equal_Opportunity,LR_fair,0.152 + 0.114
21,flip,0.1,Equal_Opportunity,Reweight_fair,0.046 + 0.044
22,flip,0.1,Equal_Opportunity,Reduction_fair,0.043 + 0.035
23,flip,0.1,Equal_Opportunity,FR_fair,0.222 + 0.071
24,flip,0.1,Equal_Opportunity,FR_emp,0.048 + 0.032
25,flip,0.1,Equal_Opportunity,LR_emp,0.153 +  0.111
26,flip,0.1,Equal_Opportunity,Reweight_emp,0.044 +  0.043
27,flip,0.1,Equal_Opportunity,Reduction_emp,0.042 +  0.034
28,flip,0.1,Equal_Opportunity,FR_fair,0.222 + 0.071
29,flip,0.1,Equal_Opportunity,FR_emp,0.048 + 0.032
30,flip,0.1,equalized_odds,LR_noisy,0.479 + 0.050 
31,flip,0.1,equalized_odds,Reweight_noisy,0.104 + 0.047 
32,flip,0.1,equalized_odds,Reduction_noisy,0.083 + 0.070 
33,flip,0.1,equalized_odds,FR_fair,0.222 + 0.071
34,flip,0.1,equalized_odds,FR_emp,0.054 + 0.024
35,flip,0.1,equalized_odds,LR_fair,0.159 + 0.106
36,flip,0.1,equalized_odds,Reweight_fair,0.072 + 0.028
37,flip,0.1,equalized_odds,Reduction_fair,0.047 + 0.031
38,flip,0.1,equalized_odds,FR_fair,0.222 + 0.071
39,flip,0.1,equalized_odds,FR_emp,0.054 + 0.024
40,flip,0.1,equalized_odds,LR_emp,0.160 +  0.104
41,flip,0.1,equalized_odds,Reweight_emp,0.071 +  0.027
42,flip,0.1,equalized_odds,Reduction_emp,0.047 +  0.030
43,flip,0.1,equalized_odds,FR_fair,0.222 + 0.071
44,flip,0.1,equalized_odds,FR_emp,0.054 + 0.024
