iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
0,0.056858358,0.056858358,629,0.3781593187736031,0.3781593187736031,0.008143689761693995,0.018158954729842303,0.009682831418219184,-13.410760267166866,-13.374451562569313,-13.401336018110722,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
1,3.846287112,3.90314547,629,0.3781593187736031,0.3781593187736031,0.008143689761693995,0.018158954729842303,0.009682831418219184,-13.41076026716687,-13.374451562569313,-13.401336018110722,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
2,0.863546088,4.766691558,653,0.37833670451941936,0.37833670451941936,0.008408593278802057,0.018303046043222415,0.009589090682898926,-13.410632738206516,-13.373825181642216,-13.400866435770807,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
3,0.088286287,4.854977845,673,0.37788631968192,0.37788631968192,0.008380665416426125,0.018151585836640616,0.009502360863318793,-13.409687790916683,-13.372727781851497,-13.39876319144335,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
4,0.179144429,5.034122274,721,0.37759671375300924,0.37759671375300924,0.008204343642305711,0.01787170290317136,0.009030632358765778,-13.406192035243075,-13.370170385704208,-13.395068022721444,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
5,0.113653226,5.1477755,723,0.37759673395687576,0.37759673395687576,0.00820434898338862,0.017871706705210932,0.009030637201116187,-13.406192035243075,-13.370170385704208,-13.395068022721444,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
6,0.213740746,5.361516246,725,0.3775989709138413,0.3775989709138413,0.008209789336315998,0.017878841856740657,0.009036759362853197,-13.406192029036484,-13.370175766092002,-13.395071010678896,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
7,0.151177965,5.5126942109999995,726,0.37696891059878873,0.37696891059878873,0.007946595781681554,0.017639274149192585,0.009639889289729864,-13.405471911102351,-13.369669468734795,-13.394662596703029,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
8,0.008015069,5.520709279999999,730,0.37672022910320163,0.37672022910320163,0.008101412333349267,0.017796418640306122,0.009525769209753454,-13.405322576233411,-13.369351200173412,-13.39483945005741,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
9,0.009123202,5.529832481999999,758,0.37443489403030955,0.37443489403030955,0.008148396686357251,0.01680835276672793,0.010928381798921472,-13.401444767649378,-13.36435329589429,-13.388276283924998,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
10,0.009577494,5.539409975999999,760,0.37443489416725106,0.37443489416725106,0.008148402168114632,0.016808348292025488,0.010928390053870973,-13.401444767649378,-13.36435329589429,-13.388276283924998,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
11,0.03737057,5.576780545999999,762,0.3744360669347561,0.3744360669347561,0.008143735509534067,0.01680502290920527,0.010924511297880746,-13.401444766631025,-13.36434924983643,-13.388274315412877,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
12,0.017024314,5.59380486,763,0.37477183108262296,0.37477183108262296,0.007762424134612367,0.01619721418204234,0.010324572341650462,-13.40115114739897,-13.36379930593206,-13.387219856211974,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
13,0.023587612,5.617392472,763,0.37477183108262296,0.37477183108262296,0.007762424134612367,0.01619721418204234,0.010324572341650462,-13.40115114739897,-13.36379930593206,-13.387219856211974,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
14,0.08256792,5.6999603919999995,766,0.3747955381853089,0.3747955381853089,0.0077922788810075305,0.016211832352532762,0.010320391966075593,-13.40114252127798,-13.36363685175933,-13.387095614065705,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
15,0.0167002,5.716660591999999,767,0.3748311450608207,0.3748311450608207,0.007797614666865682,0.016220621113048117,0.010375697808949591,-13.40113618617471,-13.363672527256721,-13.387397923245397,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
16,0.008019158,5.724679749999999,767,0.3748311450608207,0.3748311450608207,0.007797614666865682,0.016220621113048117,0.010375697808949591,-13.40113618617471,-13.363672527256721,-13.387397923245397,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
17,0.008387642,5.733067391999999,770,0.374760923689047,0.374760923689047,0.008063703120635979,0.016975994813739737,0.0106799081870807,-13.398563573882058,-13.357775889357425,-13.38595917255154,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
18,0.094431279,5.827498670999999,775,0.374478346415785,0.374478346415785,0.007905034833017077,0.01687604930658132,0.010556511876072705,-13.397851058996778,-13.356690693203557,-13.386335187584764,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
19,0.008063264,5.8355619349999985,775,0.374478346415785,0.374478346415785,0.007905034833017077,0.01687604930658132,0.010556511876072705,-13.397851058996778,-13.356690693203557,-13.386335187584764,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
20,0.039675248,5.8752371829999985,777,0.3744783466851171,0.3744783466851171,0.00790503555628519,0.01687605069839937,0.010556512280480101,-13.397851058996778,-13.356690693203557,-13.386335187584764,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
21,0.092807911,5.968045093999999,779,0.3744783471469186,0.3744783471469186,0.007905035394226156,0.01687605105410256,0.010556512508370919,-13.397851058996778,-13.356690693203557,-13.386335187584764,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
22,0.008563862,5.976608955999999,793,0.37532451473134093,0.37532451473134093,0.008536402274436972,0.014471986734367004,0.012004695663843323,-13.366866785931705,-13.320689396917762,-13.350783021046386,true,,0.5023453894580915,0.0,0.3050857918775459,0.0,0.0,0.0,0.0
