,noise,level,metric,model,ground
0,balanced,0.3,accuracy,LR_noisy,0.7414 + 0.009453982112198962 
1,balanced,0.3,accuracy,Reweight_noisy,0.7521 + 0.008478076301719506 
2,balanced,0.3,accuracy,Reduction_noisy,0.7829 + 0.007978443178688161 
3,balanced,0.3,accuracy,FR_fair,0.791 + 0.014306175822583284
4,balanced,0.3,accuracy,FR_emp,0.7775000000000001 + 0.013401906995316428
5,balanced,0.3,accuracy,LR_fair,0.804 + nan
6,balanced,0.3,accuracy,Reweight_fair,0.8 + nan
7,balanced,0.3,accuracy,Reduction_fair,0.798 + nan
8,balanced,0.3,accuracy,FR_fair,0.791 + 0.014306175822583284
9,balanced,0.3,accuracy,FR_emp,0.7775000000000001 + 0.013401906995316428
10,balanced,0.3,accuracy,LR_emp,0.647 +  0.22203152929257597
11,balanced,0.3,accuracy,Reweight_emp,0.6445000000000001 +  0.2199102089490163
12,balanced,0.3,accuracy,Reduction_emp,0.638 +  0.22627416997969527
13,balanced,0.3,accuracy,FR_fair,0.791 + 0.014306175822583284
14,balanced,0.3,accuracy,FR_emp,0.7775000000000001 + 0.013401906995316428
15,balanced,0.3,Equal_Opportunity,LR_noisy,0.3357333910665439 + 0.019694688608201567 
16,balanced,0.3,Equal_Opportunity,Reweight_noisy,0.0975161383743964 + 0.048076701985221716 
17,balanced,0.3,Equal_Opportunity,Reduction_noisy,0.08589964322770992 + 0.05697931763376803 
18,balanced,0.3,Equal_Opportunity,FR_fair,0.0359322942784575 + 0.029291909802904564
19,balanced,0.3,Equal_Opportunity,FR_emp,0.1300132654903786 + 0.07578548906151683
20,balanced,0.3,Equal_Opportunity,LR_fair,0.1877873507707761 + nan
21,balanced,0.3,Equal_Opportunity,Reweight_fair,0.1152687091913611 + nan
22,balanced,0.3,Equal_Opportunity,Reduction_fair,0.0929954023876675 + nan
23,balanced,0.3,Equal_Opportunity,FR_fair,0.0359322942784575 + 0.029291909802904564
24,balanced,0.3,Equal_Opportunity,FR_emp,0.1300132654903786 + 0.07578548906151683
25,balanced,0.3,Equal_Opportunity,LR_emp,0.15356604721245595 +  0.04839623161426301
26,balanced,0.3,Equal_Opportunity,Reweight_emp,0.2550515782559981 +  0.1976828292186322
27,balanced,0.3,Equal_Opportunity,Reduction_emp,0.04803345825445265 +  0.06358579118385385
28,balanced,0.3,Equal_Opportunity,FR_fair,0.0359322942784575 + 0.029291909802904564
29,balanced,0.3,Equal_Opportunity,FR_emp,0.1300132654903786 + 0.07578548906151683
30,balanced,0.3,equalized_odds,LR_noisy,0.523219986669167 + 0.036218750963166596 
31,balanced,0.3,equalized_odds,Reweight_noisy,0.1559645876142864 + 0.02737320833730314 
32,balanced,0.3,equalized_odds,Reduction_noisy,0.16327872809705893 + 0.028350778384139328 
33,balanced,0.3,equalized_odds,FR_fair,0.05087194546140552 + 0.02190719930794896
34,balanced,0.3,equalized_odds,FR_emp,0.17795650932325044 + 0.046933762385293794
35,balanced,0.3,equalized_odds,LR_fair,0.1877873507707761 + nan
36,balanced,0.3,equalized_odds,Reweight_fair,0.1152687091913611 + nan
37,balanced,0.3,equalized_odds,Reduction_fair,0.0929954023876675 + nan
38,balanced,0.3,equalized_odds,FR_fair,0.05087194546140552 + 0.02190719930794896
39,balanced,0.3,equalized_odds,FR_emp,0.17795650932325044 + 0.046933762385293794
40,balanced,0.3,equalized_odds,LR_emp,0.1561056569522083 +  0.044804681077170436
41,balanced,0.3,equalized_odds,Reweight_emp,0.2550515782559981 +  0.1976828292186322
42,balanced,0.3,equalized_odds,Reduction_emp,0.05655216286119865 +  0.0515385235951435
43,balanced,0.3,equalized_odds,FR_fair,0.05087194546140552 + 0.02190719930794896
44,balanced,0.3,equalized_odds,FR_emp,0.17795650932325044 + 0.046933762385293794
