,noise,level,metric,model,ground
0,bias,0.1,accuracy,LR_noisy,0.748 + 0.003 
1,bias,0.1,accuracy,Reweight_noisy,0.749 + 0.004 
2,bias,0.1,accuracy,Reduction_noisy,0.740 + 0.004 
3,bias,0.1,accuracy,FR_fair,0.717 + 0.007
4,bias,0.1,accuracy,FR_emp,0.744 + 0.003
5,bias,0.1,accuracy,LR_fair,0.740 + 0.008
6,bias,0.1,accuracy,Reweight_fair,0.740 + 0.008
7,bias,0.1,accuracy,Reduction_fair,0.726 + 0.018
8,bias,0.1,accuracy,FR_fair,0.717 + 0.007
9,bias,0.1,accuracy,FR_emp,0.744 + 0.003
10,bias,0.1,accuracy,LR_emp,0.740 +  0.008
11,bias,0.1,accuracy,Reweight_emp,0.741 +  0.009
12,bias,0.1,accuracy,Reduction_emp,0.727 +  0.019
13,bias,0.1,accuracy,FR_fair,0.717 + 0.007
14,bias,0.1,accuracy,FR_emp,0.744 + 0.003
15,bias,0.1,Equal_Opportunity,LR_noisy,0.185 + 0.009 
16,bias,0.1,Equal_Opportunity,Reweight_noisy,0.028 + 0.032 
17,bias,0.1,Equal_Opportunity,Reduction_noisy,0.033 + 0.009 
18,bias,0.1,Equal_Opportunity,FR_fair,0.032 + 0.007
19,bias,0.1,Equal_Opportunity,FR_emp,0.018 + 0.007
20,bias,0.1,Equal_Opportunity,LR_fair,0.103 + 0.080
21,bias,0.1,Equal_Opportunity,Reweight_fair,0.032 + 0.019
22,bias,0.1,Equal_Opportunity,Reduction_fair,0.037 + 0.007
23,bias,0.1,Equal_Opportunity,FR_fair,0.032 + 0.007
24,bias,0.1,Equal_Opportunity,FR_emp,0.018 + 0.007
25,bias,0.1,Equal_Opportunity,LR_emp,0.108 +  0.080
26,bias,0.1,Equal_Opportunity,Reweight_emp,0.034 +  0.021
27,bias,0.1,Equal_Opportunity,Reduction_emp,0.037 +  0.007
28,bias,0.1,Equal_Opportunity,FR_fair,0.032 + 0.007
29,bias,0.1,Equal_Opportunity,FR_emp,0.018 + 0.007
30,bias,0.1,equalized_odds,LR_noisy,0.187 + 0.006 
31,bias,0.1,equalized_odds,Reweight_noisy,0.033 + 0.029 
32,bias,0.1,equalized_odds,Reduction_noisy,0.033 + 0.008 
33,bias,0.1,equalized_odds,FR_fair,0.066 + 0.010
34,bias,0.1,equalized_odds,FR_emp,0.018 + 0.007
35,bias,0.1,equalized_odds,LR_fair,0.108 + 0.077
36,bias,0.1,equalized_odds,Reweight_fair,0.037 + 0.017
37,bias,0.1,equalized_odds,Reduction_fair,0.041 + 0.006
38,bias,0.1,equalized_odds,FR_fair,0.066 + 0.010
39,bias,0.1,equalized_odds,FR_emp,0.018 + 0.007
40,bias,0.1,equalized_odds,LR_emp,0.112 +  0.077
41,bias,0.1,equalized_odds,Reweight_emp,0.039 +  0.019
42,bias,0.1,equalized_odds,Reduction_emp,0.041 +  0.006
43,bias,0.1,equalized_odds,FR_fair,0.066 + 0.010
44,bias,0.1,equalized_odds,FR_emp,0.018 + 0.007
