,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,model,eval_type
0,0.0002958306369603425,0.18843700159489635,0.18843700159489635,0.06759390969917284,0.8696403170087381,0.00029583063696037026,0.811,0.8088978766430738,0.8492569002123143,0.7722007722007722,0.2277992277992278,0.14730290456431536,synthetic_20,balanced,0.1,x1,LR,fair_clean
1,0.03965346822489679,0.09496212121212116,0.09496212121212116,0.06759390969917284,0.8696403170087381,0.03965346822489679,0.491,0.47471620227038186,0.4883227176220807,0.46184738955823296,0.5381526104417671,0.4800796812749004,synthetic_20,balanced,0.1,x1,LR,emp_clean
2,0.07515473032714412,0.13120567375886524,0.13120567375886524,0.06759390969917284,0.8696403170087381,0.07515473032714415,0.784,0.7716701902748414,0.7749469214437368,0.7684210526315789,0.23157894736842105,0.2019047619047619,synthetic_20,balanced,0.1,x1,LR,noisy
3,0.034810493374029305,0.20779220779220778,0.20779220779220778,0.06759390969917284,0.8696403170087381,0.034810493374029305,0.812,0.8073770491803278,0.8365180467091295,0.7801980198019802,0.2198019801980198,0.15555555555555556,synthetic_20,balanced,0.1,x1,LR,ground
4,0.0066007210871775746,0.0266347687400319,0.0266347687400319,0.015628068259647243,0.9676866706278471,0.0066007210871775746,0.801,0.8004012036108324,0.8329853862212944,0.7702702702702703,0.22972972972972974,0.16597510373443983,synthetic_20,balanced,0.1,x1,Reduction,fair_clean
5,0.026803883946741047,0.004810606060606015,0.026803883946741103,0.015628068259647243,0.9676866706278471,0.026803883946741103,0.489,0.47697031729785055,0.48643006263048016,0.4678714859437751,0.5321285140562249,0.4900398406374502,synthetic_20,balanced,0.1,x1,Reduction,emp_clean
6,0.11333494092114785,0.0037123226950354637,0.11333494092114782,0.015628068259647243,0.9676866706278471,0.11333494092114782,0.776,0.7651991614255765,0.7620041753653445,0.7684210526315789,0.23157894736842105,0.21714285714285714,synthetic_20,balanced,0.1,x1,Reduction,noisy
7,0.06960166904918286,0.07708420611646416,0.07708420611646416,0.015628068259647243,0.9676866706278471,0.06960166904918286,0.808,0.8048780487804879,0.826722338204593,0.7841584158415842,0.21584158415841584,0.16767676767676767,synthetic_20,balanced,0.1,x1,Reduction,ground
8,0.006804104650087822,0.056937799043062204,0.056937799043062204,0.005709058340637285,0.9878015084376311,0.00680410465008785,0.806,0.8024439918533605,0.8491379310344828,0.7606177606177607,0.23938223938223938,0.14522821576763487,synthetic_20,balanced,0.1,x1,Reweight,fair_clean
9,5.8142915285830377e-05,0.011249999999999982,0.011249999999999982,0.005709058340637285,0.9878015084376311,5.8142915285774865e-05,0.492,0.47193347193347196,0.4892241379310345,0.45582329317269077,0.5441767068273092,0.4721115537848606,synthetic_20,balanced,0.1,x1,Reweight,emp_clean
10,0.0849811108431798,0.017453457446808512,0.08498111084317983,0.005709058340637285,0.9878015084376311,0.08498111084317983,0.779,0.7646432374866879,0.7737068965517241,0.7557894736842106,0.24421052631578946,0.2,synthetic_20,balanced,0.1,x1,Reweight,noisy
11,0.04327164548159024,0.09405111018014242,0.09405111018014242,0.005709058340637285,0.9878015084376311,0.04327164548159024,0.811,0.804953560371517,0.8405172413793104,0.7722772277227723,0.22772277227722773,0.1494949494949495,synthetic_20,balanced,0.1,x1,Reweight,ground
12,0.0664648410623366,0.23126166977860763,0.23126166977860763,0.14604251469923113,0.7502900007733354,0.06646484106233663,0.786,0.786,0.8069815195071869,0.7660818713450293,0.23391812865497075,0.19301848049281314,synthetic_20,balanced,0.1,x2,LR,fair_clean
