,noise,level,metric,model,ground
0,flip,0.3,accuracy,LR_noisy,0.743 + 0.003 
1,flip,0.3,accuracy,Reweight_noisy,0.708 + 0.046 
2,flip,0.3,accuracy,Reduction_noisy,0.662 + 0.037 
3,flip,0.3,accuracy,FR_fair,0.669 + 0.057
4,flip,0.3,accuracy,FR_emp,0.744 + 0.002
5,flip,0.3,accuracy,LR_fair,0.746 + 0.005
6,flip,0.3,accuracy,Reweight_fair,0.728 + 0.037
7,flip,0.3,accuracy,Reduction_fair,0.702 + 0.023
8,flip,0.3,accuracy,FR_fair,0.669 + 0.057
9,flip,0.3,accuracy,FR_emp,0.744 + 0.002
10,flip,0.3,accuracy,LR_emp,0.747 +  0.005
11,flip,0.3,accuracy,Reweight_emp,0.729 +  0.037
12,flip,0.3,accuracy,Reduction_emp,0.703 +  0.023
13,flip,0.3,accuracy,FR_fair,0.669 + 0.057
14,flip,0.3,accuracy,FR_emp,0.744 + 0.002
15,flip,0.3,Equal_Opportunity,LR_noisy,0.007 + 0.003 
16,flip,0.3,Equal_Opportunity,Reweight_noisy,0.247 + 0.267 
17,flip,0.3,Equal_Opportunity,Reduction_noisy,0.157 + 0.065 
18,flip,0.3,Equal_Opportunity,FR_fair,0.084 + 0.063
19,flip,0.3,Equal_Opportunity,FR_emp,0.019 + 0.008
20,flip,0.3,Equal_Opportunity,LR_fair,0.043 + 0.037
21,flip,0.3,Equal_Opportunity,Reweight_fair,0.164 + 0.185
22,flip,0.3,Equal_Opportunity,Reduction_fair,0.101 + 0.068
23,flip,0.3,Equal_Opportunity,FR_fair,0.084 + 0.063
24,flip,0.3,Equal_Opportunity,FR_emp,0.019 + 0.008
25,flip,0.3,Equal_Opportunity,LR_emp,0.044 +  0.037
26,flip,0.3,Equal_Opportunity,Reweight_emp,0.160 +  0.181
27,flip,0.3,Equal_Opportunity,Reduction_emp,0.100 +  0.066
28,flip,0.3,Equal_Opportunity,FR_fair,0.084 + 0.063
29,flip,0.3,Equal_Opportunity,FR_emp,0.019 + 0.008
30,flip,0.3,equalized_odds,LR_noisy,0.009 + 0.004 
31,flip,0.3,equalized_odds,Reweight_noisy,0.261 + 0.277 
32,flip,0.3,equalized_odds,Reduction_noisy,0.157 + 0.065 
33,flip,0.3,equalized_odds,FR_fair,0.090 + 0.059
34,flip,0.3,equalized_odds,FR_emp,0.019 + 0.007
35,flip,0.3,equalized_odds,LR_fair,0.045 + 0.036
36,flip,0.3,equalized_odds,Reweight_fair,0.184 + 0.214
37,flip,0.3,equalized_odds,Reduction_fair,0.104 + 0.064
38,flip,0.3,equalized_odds,FR_fair,0.090 + 0.059
39,flip,0.3,equalized_odds,FR_emp,0.019 + 0.007
40,flip,0.3,equalized_odds,LR_emp,0.046 +  0.036
41,flip,0.3,equalized_odds,Reweight_emp,0.178 +  0.209
42,flip,0.3,equalized_odds,Reduction_emp,0.103 +  0.062
43,flip,0.3,equalized_odds,FR_fair,0.090 + 0.059
44,flip,0.3,equalized_odds,FR_emp,0.019 + 0.007
