,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,1,1,1,0,0,1,0,1,1,1
1,0,0,1,0,0,1,0,1,1,1
2,1,1,1,0,1,0,1,0,0,0
3,0,0,1,1,1,0,0,0,0,0
4,1,1,1,1,1,1,1,0,0,0
5,1,1,0,0,0,1,0,0,0,0
6,0,0,0,1,0,0,0,0,1,1
7,1,0,1,1,1,0,1,1,0,0
8,1,1,1,0,0,1,1,0,0,0
9,0,1,0,1,1,0,1,1,1,1
10,1,1,1,0,0,1,0,0,0,0
11,1,0,1,0,0,1,0,0,1,0
12,0,0,0,1,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,1,1,0,0,1,1
15,1,1,1,1,1,0,1,1,1,1
16,1,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,0,1,1
18,0,1,0,1,0,0,0,0,0,1
19,0,0,0,1,0,1,0,0,0,0
20,1,0,0,1,1,1,0,1,0,1
21,1,0,1,0,1,0,1,1,1,1
22,0,1,1,1,0,0,1,1,1,1
23,1,1,0,1,1,0,0,0,1,0
24,0,0,1,1,1,1,1,0,0,1
25,0,1,1,0,0,1,1,1,1,1
26,0,1,0,1,0,0,1,0,0,1
27,1,1,0,0,1,0,0,0,0,0
28,0,0,1,0,0,1,1,0,0,1
29,1,1,1,0,1,1,0,1,0,1
30,0,0,0,0,0,1,1,1,1,0
31,0,1,1,1,0,0,0,0,1,0
32,0,0,0,0,1,0,0,0,0,1
33,1,0,1,0,0,0,1,0,0,0
34,0,0,0,1,0,1,0,1,1,0
35,0,1,0,0,0,0,0,0,0,0
36,0,0,0,1,1,0,1,0,0,0
37,1,0,1,0,1,1,0,0,0,0
38,1,0,1,0,0,1,1,1,1,1
39,0,1,0,0,1,0,0,1,1,1
40,0,1,1,1,1,1,0,0,0,0
41,1,0,1,1,1,0,0,0,0,0
42,1,1,1,0,0,0,0,1,1,1
43,1,1,0,1,0,0,0,1,0,0
44,1,0,0,1,0,1,1,1,1,1
45,1,1,0,0,0,1,0,0,1,0
46,0,1,0,1,1,1,1,1,1,1
47,1,1,0,0,0,1,1,0,0,0
48,1,0,0,1,1,0,0,1,1,1
49,0,1,1,0,0,0,1,1,1,1
50,0,1,1,1,1,0,0,0,1,0
51,0,1,0,1,0,1,1,0,0,0
52,1,1,0,0,1,1,0,0,0,1
53,1,1,0,1,1,1,1,1,1,1
54,1,1,1,1,1,0,1,1,1,0
55,0,1,1,1,1,1,1,0,1,1
56,1,1,1,1,0,0,1,0,0,0
57,0,1,1,1,0,0,1,0,1,1
58,0,1,0,0,1,0,0,1,0,1
59,1,1,0,0,1,1,1,1,0,1
60,1,0,1,1,1,1,0,1,0,1
61,1,0,1,0,1,1,1,0,1,0
62,1,1,0,1,0,0,1,1,1,1
63,0,1,1,1,1,1,1,0,1,0
64,1,1,0,0,0,0,1,1,0,1
65,1,1,1,1,1,1,0,0,0,1
66,1,0,0,0,1,0,1,1,1,1
67,0,1,1,1,0,1,0,1,1,0
68,1,0,1,0,1,0,1,0,0,0
69,1,1,0,0,0,0,1,0,1,0
70,0,1,0,0,0,0,0,0,0,1
71,0,0,0,0,1,0,0,0,0,1
72,1,1,1,0,1,0,0,1,0,0
73,0,0,0,1,0,0,0,1,0,1
74,1,0,1,1,1,0,0,1,0,0
75,1,1,1,1,0,1,1,0,0,1
76,1,1,1,0,1,1,0,1,0,0
77,1,1,0,1,1,1,1,1,1,1
78,0,1,0,0,1,1,1,0,1,0
79,0,0,0,0,1,0,1,0,1,0
80,1,1,1,0,0,0,1,1,1,0
81,1,1,0,1,0,0,1,1,0,0
82,0,1,0,0,1,0,0,0,0,1
83,0,0,1,1,0,1,0,1,0,1
84,1,0,1,0,0,0,0,0,1,1
85,0,0,1,0,0,1,1,0,0,1
86,1,1,0,1,1,1,0,0,0,0
87,1,0,1,0,1,0,1,0,1,0
88,1,1,1,0,1,1,1,1,1,0
89,0,1,0,0,0,0,1,0,1,1
90,0,1,0,1,1,0,0,0,1,0
91,0,0,1,1,1,0,1,1,1,0
92,1,1,0,1,0,0,1,1,1,1
93,0,1,0,1,1,0,1,0,0,1
94,0,1,0,0,0,1,0,1,0,1
95,1,0,0,0,0,0,1,1,1,1
96,0,0,1,1,0,0,0,1,0,1
97,0,0,0,1,1,0,0,0,0,0
98,1,0,0,0,0,1,0,1,0,0
99,0,0,1,0,1,1,0,0,0,1
100,0,1,0,0,1,1,1,1,1,0
101,1,0,1,1,0,0,1,1,0,1
102,1,1,1,1,1,0,0,1,0,1
103,0,1,1,0,0,0,1,0,1,1
104,0,1,0,0,1,0,0,0,0,0
105,0,1,0,0,0,1,0,0,1,0
106,1,1,1,0,1,0,1,0,1,0
107,1,1,0,0,0,0,1,0,1,1
108,0,1,1,1,1,0,0,1,1,1
109,0,1,1,1,0,1,1,1,1,0
110,0,0,0,1,1,0,1,0,0,0
111,0,1,0,1,1,0,1,1,1,0
112,0,1,0,1,0,0,0,0,1,0
113,1,1,0,0,0,1,0,0,0,0
114,1,1,1,0,1,1,0,0,1,0
115,0,0,1,0,0,0,1,1,0,1
116,0,1,0,1,0,0,1,1,0,1
117,1,1,0,1,1,1,1,1,1,0
118,1,1,1,0,1,1,1,0,1,0
119,0,0,0,0,0,0,1,1,0,1
120,0,0,1,1,0,0,0,1,1,0
121,0,0,1,0,1,1,0,1,0,1
122,1,1,1,1,1,1,0,1,0,1
123,1,1,1,0,1,0,0,0,0,1
124,1,1,1,0,0,0,1,0,1,1
125,0,1,0,1,1,1,1,1,1,0
126,1,1,1,1,0,1,1,1,0,1
127,1,0,1,0,1,0,0,0,1,0
128,0,1,1,0,1,0,1,0,1,0
129,1,1,1,1,1,1,1,1,0,1
130,0,0,1,1,0,1,1,0,1,1
131,0,1,0,1,0,1,1,0,1,1
132,1,1,1,0,0,0,1,1,0,0
133,0,1,0,0,0,0,1,1,1,0
134,0,0,0,0,0,1,1,1,1,0
135,0,0,0,1,1,0,1,1,0,0
136,1,0,1,0,0,1,0,1,0,1
137,1,1,0,0,1,0,1,0,1,1
138,0,1,1,1,0,1,1,1,0,1
139,0,1,1,1,0,0,1,1,1,1
140,1,1,0,1,0,1,1,1,0,0
141,1,1,0,0,1,1,1,1,0,1
142,1,1,1,1,1,0,1,0,0,1
143,1,1,1,0,1,1,1,1,1,1
144,0,0,1,1,1,1,0,1,1,1
145,0,0,0,1,1,1,0,1,1,1
146,1,1,1,1,0,0,1,1,0,1
147,0,1,1,1,1,1,0,0,0,1
148,0,0,1,0,0,1,0,0,1,1
149,1,1,1,0,1,0,0,1,1,0
150,0,0,0,1,0,0,1,1,0,1
151,1,0,0,0,0,1,0,1,1,0
152,0,1,1,0,0,0,1,1,1,1
153,1,1,1,1,1,1,1,0,1,0
154,1,1,1,0,0,1,1,0,1,0
155,1,0,1,1,1,1,1,0,0,1
156,1,1,0,1,1,1,0,1,1,1
157,1,1,1,0,0,0,0,0,1,1
158,1,1,0,0,0,1,1,0,1,1
159,1,0,0,1,1,1,0,1,1,1
160,1,1,1,0,0,1,0,1,1,0
161,1,0,0,1,0,1,0,1,0,1
162,0,0,0,1,0,0,0,1,1,0
163,0,1,0,0,1,1,0,1,0,0
164,0,0,1,0,0,1,1,1,0,1
165,0,0,0,0,1,0,1,0,0,1
166,0,1,0,0,0,1,1,1,1,1
167,1,1,0,0,0,0,0,1,0,0
168,0,1,1,0,0,1,0,1,0,1
169,0,0,1,1,1,0,0,0,0,1
170,0,0,1,1,0,1,1,0,1,0
171,1,0,0,0,1,0,0,0,0,0
172,0,1,0,0,1,1,1,0,0,0
173,1,0,1,1,1,1,0,0,0,1
174,0,1,1,0,1,1,0,0,0,1
175,0,0,1,0,1,0,0,0,1,0
176,1,0,0,0,1,0,1,0,0,0
177,0,0,0,0,0,1,1,0,0,1
178,1,1,0,1,1,0,1,1,1,0
179,0,1,1,0,0,0,0,1,1,0
180,1,1,0,0,0,0,1,0,1,0
181,1,1,1,1,0,0,0,0,0,0
182,1,0,1,0,0,0,0,0,1,0
183,1,1,0,0,0,1,1,0,0,0
184,1,1,0,0,0,1,1,1,1,0
185,1,1,0,1,1,0,0,0,0,1
186,1,0,0,1,0,0,1,0,1,1
187,0,1,0,0,0,1,1,1,1,1
188,0,1,0,1,0,1,1,0,1,1
189,0,0,1,0,0,1,0,0,0,0
190,0,0,0,1,1,1,1,1,0,1
191,0,1,0,0,1,1,0,1,0,0
192,0,0,0,1,1,0,0,1,0,0
193,0,0,0,1,0,0,0,1,0,1
194,1,0,1,0,1,1,0,1,0,1
195,0,0,0,1,1,0,0,1,0,0
196,0,0,0,1,0,0,1,1,0,1
197,1,1,0,1,1,0,0,0,0,0
198,1,0,0,1,0,0,0,0,0,0
199,1,0,0,0,0,0,1,0,0,0
200,1,0,1,1,0,1,1,0,0,0
201,0,1,0,1,0,1,1,0,1,1
202,0,1,0,1,1,0,1,0,0,1
203,0,0,1,0,1,1,1,0,1,0
204,0,1,0,0,0,1,1,1,0,1
205,0,0,0,1,1,1,0,0,1,0
206,0,1,0,0,1,0,1,1,1,0
207,0,1,0,1,0,0,1,1,0,1
208,0,0,1,0,1,1,1,0,1,0
209,0,0,0,0,1,0,0,1,0,1
210,1,0,0,1,0,0,0,0,0,1
211,0,0,1,0,0,0,0,1,0,0
212,1,1,0,0,0,0,1,0,0,1
213,1,0,0,0,1,1,1,0,1,1
214,1,1,1,0,0,1,1,1,0,0
215,0,1,1,1,0,0,0,1,0,1
216,0,1,0,1,1,0,1,1,1,0
217,0,1,1,0,0,1,1,1,1,0
218,1,1,0,1,0,1,0,0,0,1
219,0,0,0,1,1,1,1,1,0,0
220,1,1,0,0,1,1,0,0,0,0
221,0,0,0,1,0,1,0,1,0,0
222,0,1,1,0,0,0,1,0,0,1
223,1,1,1,0,1,0,1,1,1,1
224,0,1,1,0,1,0,0,1,0,1
225,1,1,0,0,1,1,0,1,1,1
226,1,1,1,1,1,1,1,1,0,1
227,1,0,0,1,1,1,0,0,0,1
228,1,0,0,1,0,1,0,0,1,1
229,0,1,0,1,1,1,1,0,0,0
230,0,1,0,0,0,1,0,1,1,1
231,1,0,0,1,0,0,0,1,0,1
232,0,0,0,1,0,0,0,1,0,1
233,1,1,1,1,1,1,1,1,0,1
234,1,1,1,0,0,1,0,0,1,1
235,1,1,0,0,0,0,1,1,0,1
236,1,1,1,0,1,0,0,0,1,0
237,0,1,1,1,0,0,1,1,0,1
238,1,0,1,1,1,1,1,0,0,0
239,0,0,0,0,0,0,1,1,0,1
240,1,1,1,1,1,1,1,0,0,1
241,1,1,1,1,1,0,0,1,1,1
242,0,0,0,1,1,1,1,0,1,0
243,1,1,1,1,1,1,1,1,1,0
244,1,0,1,1,0,1,0,1,1,1
245,0,0,0,1,0,0,0,1,0,1
246,0,0,0,1,1,1,1,0,1,1
247,0,1,1,0,1,1,1,1,0,0
248,1,0,0,0,1,0,1,1,1,0
249,0,1,0,0,1,0,1,1,0,1
250,1,1,1,1,0,0,1,0,0,1
251,1,1,1,0,0,1,1,1,0,1
252,0,1,1,0,0,1,0,1,0,0
253,1,1,0,1,1,1,0,1,1,1
254,1,1,1,1,0,0,1,0,0,0
255,0,0,1,0,1,0,1,1,1,1
256,0,1,0,0,0,1,1,1,0,1
257,1,0,1,1,1,0,1,1,1,0
258,1,1,0,0,0,1,0,1,0,1
259,0,1,1,0,1,1,1,1,1,1
260,1,1,0,0,0,1,0,1,1,1
261,0,0,1,1,0,1,1,0,0,0
262,1,1,0,1,1,1,1,1,1,0
263,0,0,1,1,0,1,0,0,1,0
264,0,0,1,1,0,0,1,1,0,1
265,0,1,1,1,1,1,1,0,1,1
266,0,0,1,0,0,0,0,0,1,0
