S train_x,D train_x,P(Df|e) train_x,P(D|e) train_x,S valid_x,D valid_x,P(Df|e) valid_x,P(D|e) valid_x,S test_x,D test_x,P(Df|e) test_x,P(D|e) test_x
0,0,,0.01562601327896118,1,0,,0.01201201044023037,0,0,,0.15682168304920197
0,0,,0.011100090108811855,1,1,,0.9918870329856873,0,1,,0.9304585456848145
0,1,,0.733368992805481,0,0,,0.08362491428852081,0,1,,0.8574851751327515
0,1,,0.9693580269813538,0,1,,0.6911033987998962,0,1,,0.40844962000846863
1,0,,0.04592457041144371,0,0,,0.08480250835418701,0,0,,0.004696345888078213
0,0,,0.05007386580109596,1,1,,0.09860371798276901,0,1,,0.741158664226532
1,0,,0.01566818356513977,0,0,,0.408638596534729,1,1,,0.9824604392051697
0,1,,0.6971943378448486,0,1,,0.6239485740661621,0,1,,0.22415219247341156
1,0,,6.922787724761292e-5,0,1,,0.964270293712616,0,0,,0.09854832291603088
0,1,,0.873234212398529,1,0,,1.7159189155790955e-5,0,0,,0.04989282414317131
0,0,,0.04431241750717163,0,1,,0.9724376201629639,0,0,,0.010896893218159676
1,0,,0.005226112902164459,0,0,,0.0671098381280899,1,1,,0.8608702421188354
0,0,,0.04752858728170395,0,0,,0.19762618839740753,0,0,,0.19386568665504456
0,1,,0.9913941025733948,1,0,,0.00016591724124737084,0,0,,0.012739819474518299
0,0,,0.1890701800584793,0,1,,0.9276596307754517,0,1,,0.8314297795295715
1,1,,0.9449771046638489,0,1,,0.6932936906814575,0,0,,0.14675985276699066
0,1,,0.9708873629570007,0,0,,0.17262382805347443,0,1,,0.8622816205024719
0,0,,0.1403494030237198,0,0,,0.02872120961546898,1,1,,0.7851614952087402
1,1,,0.9968428611755371,0,0,,0.4192649722099304,0,0,,0.27708524465560913
0,0,,0.2925972640514374,1,1,,0.9602675437927246,1,1,,0.9339882731437683
1,1,,0.9914633631706238,0,1,,0.8722546100616455,1,0,,0.21590685844421387
0,1,,0.8892632126808167,0,0,,0.3166353702545166,0,1,,0.8828731775283813
0,0,,0.03836928308010101,0,1,,0.7251216173171997,0,1,,0.8358843326568604
0,0,,0.5089320540428162,0,1,,0.9275791049003601,0,0,,0.5366051197052002
0,0,,0.09116090089082718,1,1,,0.9988174438476562,0,0,,0.1760532110929489
0,1,,0.6460753679275513,1,1,,0.5649958252906799,0,0,,0.2725384831428528
0,0,,0.08430522680282593,1,1,,0.9614405035972595,0,0,,0.05902383476495743
0,0,,0.03215929865837097,1,0,,0.3001460134983063,0,1,,0.1977713704109192
0,0,,0.08993522077798843,0,1,,0.9632693529129028,1,0,,0.6801716685295105
0,1,,0.7046447992324829,0,1,,0.9290691018104553,0,1,,0.9188880920410156
0,1,,0.6586980819702148,0,0,,0.028429755941033363,0,0,,0.03781082481145859
1,0,,0.003173515200614929,0,1,,0.9537736177444458,0,1,,0.6437333226203918
1,1,,0.6380110383033752,0,0,,0.46401098370552063,0,0,,0.4685591757297516
