S train_x,D train_x,P(Df|e) train_x,P(D|e) train_x,S valid_x,D valid_x,P(Df|e) valid_x,P(D|e) valid_x,S test_x,D test_x,P(Df|e) test_x,P(D|e) test_x
0,0,0.0052248225547373295,1.0,1,0,3.1853053314989666e-6,0.0,1,0,1.6979929569060914e-5,0.0
0,0,0.0006694018957205117,0.0,1,1,0.9999492168426514,0.9999996423721313,0,0,0.006560380570590496,1.0
0,1,0.9774090647697449,1.0,0,1,0.5511859059333801,0.9999992847442627,0,0,0.007901640608906746,0.0
0,1,0.992193341255188,0.0,0,1,0.997915506362915,0.9999998211860657,0,1,0.9997168183326721,1.0
1,0,1.3580251106759533e-5,0.0,1,1,0.9992628693580627,1.0,0,1,0.8060745596885681,0.0
0,0,0.03543367609381676,0.0,0,0,0.0012456260155886412,0.0,0,0,0.00043833054951392114,1.0
0,0,0.31797805428504944,0.0,0,1,0.9580637216567993,0.9999999403953552,0,0,0.17655763030052185,1.0
0,1,0.9857252836227417,1.0,0,0,0.036789119243621826,0.0,0,0,0.0006273809121921659,0.0
1,0,1.064563821273623e-5,0.0,0,1,0.8934506177902222,1.0,0,0,0.03839351609349251,1.0
0,1,0.6800093650817871,1.0,0,1,0.8693827986717224,0.0,0,0,0.0034750793129205704,0.0
1,0,1.889427068135774e-7,0.0,1,1,0.9999301433563232,0.9999993443489075,1,1,0.9999949932098389,0.9999995231628418
0,1,0.9931324124336243,0.0,0,0,0.174697145819664,0.0,0,1,0.9670634865760803,0.0
0,1,0.9998397827148438,1.0,0,1,0.9305366277694702,0.0,1,0,1.6893322026589885e-5,0.0
0,0,0.026712989434599876,0.0,0,1,0.987902045249939,1.0,0,0,0.44469669461250305,0.0
1,1,0.9999806880950928,0.9999998807907104,1,0,1.0093202718053362e-6,0.0,0,1,0.9887088537216187,1.0
0,0,0.15597182512283325,1.0,1,0,6.61819228753302e-7,0.0,0,0,0.6401696801185608,0.0
0,1,0.9619364142417908,0.9999998807907104,1,1,0.9997899532318115,1.0,1,1,0.999983549118042,0.9999996423721313
1,1,0.999716579914093,0.9999997019767761,0,0,0.5342491269111633,1.0,0,0,0.08992132544517517,0.0
0,0,0.17637485265731812,1.0,1,0,4.897836333839223e-6,0.0,1,0,9.19813771815825e-7,0.0
1,1,0.9999959468841553,0.9999997615814209,1,0,3.0688513561472064e-6,0.0,0,0,0.00309290480799973,0.0
0,0,0.1405070424079895,0.0,0,1,0.998760998249054,1.0,0,0,0.010161730460822582,0.0
1,1,0.999988317489624,1.0,0,1,0.999557614326477,0.9999996423721313,0,1,0.996565043926239,0.0
0,1,0.9894615411758423,1.0,1,1,0.9999911785125732,0.9999997615814209,0,1,0.997147798538208,0.9999996423721313
0,0,0.024793917313218117,1.0,0,1,0.9912126064300537,0.9999997019767761,0,0,0.07960481941699982,0.0
0,1,0.8482027053833008,0.0,0,0,8.562576840631664e-5,0.0,0,1,0.9514524340629578,0.9999987483024597
0,0,0.3805884122848511,0.0,0,1,0.9496955871582031,0.9999996423721313,0,1,0.9999475479125977,0.0
0,0,0.10610276460647583,0.0,0,0,0.005552615504711866,0.0,1,1,0.9999215602874756,1.0
