,noise,level,metric,model,ground
0,balanced,0.1,accuracy,LR_noisy,0.834 + 0.006 
1,balanced,0.1,accuracy,Reweight_noisy,0.825 + 0.007 
2,balanced,0.1,accuracy,Reduction_noisy,0.817 + 0.007 
3,balanced,0.1,accuracy,FR_fair,0.816 + 0.009
4,balanced,0.1,accuracy,FR_emp,0.824 + 0.007
5,balanced,0.1,accuracy,LR_fair,0.832 + 0.006
6,balanced,0.1,accuracy,Reweight_fair,0.829 + 0.005
7,balanced,0.1,accuracy,Reduction_fair,0.802 + 0.037
8,balanced,0.1,accuracy,FR_fair,0.816 + 0.009
9,balanced,0.1,accuracy,FR_emp,0.824 + 0.007
10,balanced,0.1,accuracy,LR_emp,0.832 +  0.006
11,balanced,0.1,accuracy,Reweight_emp,0.828 +  0.005
12,balanced,0.1,accuracy,Reduction_emp,0.802 +  0.036
13,balanced,0.1,accuracy,FR_fair,0.816 + 0.009
14,balanced,0.1,accuracy,FR_emp,0.824 + 0.007
15,balanced,0.1,Equal_Opportunity,LR_noisy,0.072 + 0.032 
16,balanced,0.1,Equal_Opportunity,Reweight_noisy,0.212 + 0.068 
17,balanced,0.1,Equal_Opportunity,Reduction_noisy,0.221 + 0.086 
18,balanced,0.1,Equal_Opportunity,FR_fair,0.260 + 0.072
19,balanced,0.1,Equal_Opportunity,FR_emp,0.064 + 0.049
20,balanced,0.1,Equal_Opportunity,LR_fair,0.090 + 0.059
21,balanced,0.1,Equal_Opportunity,Reweight_fair,0.103 + 0.061
22,balanced,0.1,Equal_Opportunity,Reduction_fair,0.096 + 0.081
23,balanced,0.1,Equal_Opportunity,FR_fair,0.260 + 0.072
24,balanced,0.1,Equal_Opportunity,FR_emp,0.064 + 0.049
25,balanced,0.1,Equal_Opportunity,LR_emp,0.086 +  0.060
26,balanced,0.1,Equal_Opportunity,Reweight_emp,0.102 +  0.060
27,balanced,0.1,Equal_Opportunity,Reduction_emp,0.098 +  0.079
28,balanced,0.1,Equal_Opportunity,FR_fair,0.260 + 0.072
29,balanced,0.1,Equal_Opportunity,FR_emp,0.064 + 0.049
30,balanced,0.1,equalized_odds,LR_noisy,0.073 + 0.030 
31,balanced,0.1,equalized_odds,Reweight_noisy,0.212 + 0.068 
32,balanced,0.1,equalized_odds,Reduction_noisy,0.221 + 0.086 
33,balanced,0.1,equalized_odds,FR_fair,0.260 + 0.072
34,balanced,0.1,equalized_odds,FR_emp,0.065 + 0.048
35,balanced,0.1,equalized_odds,LR_fair,0.099 + 0.048
36,balanced,0.1,equalized_odds,Reweight_fair,0.104 + 0.060
37,balanced,0.1,equalized_odds,Reduction_fair,0.098 + 0.079
38,balanced,0.1,equalized_odds,FR_fair,0.260 + 0.072
39,balanced,0.1,equalized_odds,FR_emp,0.065 + 0.048
40,balanced,0.1,equalized_odds,LR_emp,0.098 +  0.047
41,balanced,0.1,equalized_odds,Reweight_emp,0.103 +  0.059
42,balanced,0.1,equalized_odds,Reduction_emp,0.099 +  0.077
43,balanced,0.1,equalized_odds,FR_fair,0.260 + 0.072
44,balanced,0.1,equalized_odds,FR_emp,0.065 + 0.048
