,noise,level,metric,model,ground
0,flip,0.3,accuracy,LR_noisy,0.7646000000000001 + 0.011899579824514823 
1,flip,0.3,accuracy,Reweight_noisy,0.7691000000000001 + 0.023628843014888035 
2,flip,0.3,accuracy,Reduction_noisy,0.7832000000000001 + 0.012443650768341448 
3,flip,0.3,accuracy,FR_fair,0.7928 + 0.011669523459755245
4,flip,0.3,accuracy,FR_emp,0.7022 + 0.1098572811525127
5,flip,0.3,accuracy,LR_fair,0.7791578947368422 + 0.02335775664145933
6,flip,0.3,accuracy,Reweight_fair,0.7788947368421053 + 0.019812719642924418
7,flip,0.3,accuracy,Reduction_fair,0.7503157894736842 + 0.04762708453481646
8,flip,0.3,accuracy,FR_fair,0.7928 + 0.011669523459755245
9,flip,0.3,accuracy,FR_emp,0.7022 + 0.1098572811525127
10,flip,0.3,accuracy,LR_emp,0.7781500000000001 +  0.02317729151789016
11,flip,0.3,accuracy,Reweight_emp,0.7782500000000001 +  0.019498650425633382
12,flip,0.3,accuracy,Reduction_emp,0.7482499999999999 +  0.04726841050404541
13,flip,0.3,accuracy,FR_fair,0.7928 + 0.011669523459755245
14,flip,0.3,accuracy,FR_emp,0.7022 + 0.1098572811525127
15,flip,0.3,Equal_Opportunity,LR_noisy,0.06904834475237748 + 0.041150710078341986 
16,flip,0.3,Equal_Opportunity,Reweight_noisy,0.3315130704179187 + 0.21720686451840587 
17,flip,0.3,Equal_Opportunity,Reduction_noisy,0.19788303690191883 + 0.06080701642343061 
18,flip,0.3,Equal_Opportunity,FR_fair,0.03776820109290532 + 0.025479934003057845
19,flip,0.3,Equal_Opportunity,FR_emp,0.14607589486785777 + 0.1471025888783095
20,flip,0.3,Equal_Opportunity,LR_fair,0.12364343070422701 + 0.04108456732805777
21,flip,0.3,Equal_Opportunity,Reweight_fair,0.04064756309586164 + 0.029167474835171844
22,flip,0.3,Equal_Opportunity,Reduction_fair,0.0563925923217284 + 0.03185655442373667
23,flip,0.3,Equal_Opportunity,FR_fair,0.03776820109290532 + 0.025479934003057845
24,flip,0.3,Equal_Opportunity,FR_emp,0.14607589486785777 + 0.1471025888783095
25,flip,0.3,Equal_Opportunity,LR_emp,0.1246428309847338 +  0.04023777647374097
26,flip,0.3,Equal_Opportunity,Reweight_emp,0.03963596181550397 +  0.02874773831456089
27,flip,0.3,Equal_Opportunity,Reduction_emp,0.05583131862253447 +  0.031108326672079578
28,flip,0.3,Equal_Opportunity,FR_fair,0.03776820109290532 + 0.025479934003057845
29,flip,0.3,Equal_Opportunity,FR_emp,0.14607589486785777 + 0.1471025888783095
30,flip,0.3,equalized_odds,LR_noisy,0.09949002978536695 + 0.034563635463295175 
31,flip,0.3,equalized_odds,Reweight_noisy,0.45156855487077996 + 0.18436820448444927 
32,flip,0.3,equalized_odds,Reduction_noisy,0.2295440604603109 + 0.03419893503302754 
33,flip,0.3,equalized_odds,FR_fair,0.056803892513822805 + 0.02792788045423052
34,flip,0.3,equalized_odds,FR_emp,0.17610263480058255 + 0.1442870077153079
35,flip,0.3,equalized_odds,LR_fair,0.484035618939581 + 0.3783635089931975
36,flip,0.3,equalized_odds,Reweight_fair,0.37686718884548737 + 0.34149935750347804
37,flip,0.3,equalized_odds,Reduction_fair,0.21510410814795217 + 0.17712673158237977
38,flip,0.3,equalized_odds,FR_fair,0.056803892513822805 + 0.02792788045423052
39,flip,0.3,equalized_odds,FR_emp,0.17610263480058255 + 0.1442870077153079
40,flip,0.3,equalized_odds,LR_emp,0.5042142414508153 +  0.3791672450966137
41,flip,0.3,equalized_odds,Reweight_emp,0.39353530842764095 +  0.3406469511408116
42,flip,0.3,equalized_odds,Reduction_emp,0.22727890680221438 +  0.18079584258178721
43,flip,0.3,equalized_odds,FR_fair,0.056803892513822805 + 0.02792788045423052
44,flip,0.3,equalized_odds,FR_emp,0.17610263480058255 + 0.1442870077153079
