,FNR_diff,FPR_diff,equalized_odds,demographic_parity,demographic_parity_ratio,Equal_Opportunity,accuracy,f1_score,precision,recall,FNR,FPR,name,noise,level,fold,model,eval_type
0,0.07554774891374688,0.1308612440191388,0.1308612440191388,0.0014943172837910135,0.9970412517780938,0.07554774891374683,0.806,0.8101761252446184,0.8214285714285714,0.7992277992277992,0.20077220077220076,0.18672199170124482,synthetic_20,bias,0.1,x1,LR,fair_clean
1,0.008140008140008148,0.010606060606060619,0.010606060606060619,0.0014943172837910135,0.9970412517780938,0.008140008140008148,0.478,0.47904191616766467,0.47619047619047616,0.4819277108433735,0.5180722891566265,0.5258964143426295,synthetic_20,bias,0.1,x1,LR,emp_clean
2,0.14911848541366082,0.1504398826979472,0.1504398826979472,0.0014943172837910135,0.9970412517780938,0.1491184854136609,0.799,0.8035190615835777,0.8154761904761905,0.791907514450867,0.20809248554913296,0.19334719334719336,synthetic_20,bias,0.1,x1,LR,noisy
3,0.1167368543059151,0.1556346878927524,0.1556346878927524,0.0014943172837910135,0.9970412517780938,0.11673685430591507,0.803,0.8047571853320119,0.8055555555555556,0.803960396039604,0.19603960396039605,0.19797979797979798,synthetic_20,bias,0.1,x1,LR,ground
4,0.02980493667375428,0.029904306220095683,0.029904306220095683,0.02463228779018245,0.9531986531986534,0.02980493667375428,0.791,0.7984570877531341,0.7976878612716763,0.7992277992277992,0.20077220077220076,0.21784232365145229,synthetic_20,bias,0.1,x1,Reduction,fair_clean
5,0.03267631839060414,0.016931818181818215,0.03267631839060414,0.02463228779018245,0.9531986531986534,0.03267631839060414,0.487,0.49557522123893805,0.48554913294797686,0.5060240963855421,0.4939759036144578,0.5318725099601593,synthetic_20,bias,0.1,x1,Reduction,emp_clean
6,0.05695534363233276,0.005655634687892763,0.05695534363233268,0.02463228779018245,0.9531986531986534,0.05695534363233268,0.79,0.7976878612716763,0.7976878612716763,0.7976878612716763,0.2023121387283237,0.2182952182952183,synthetic_20,bias,0.1,x1,Reduction,noisy
7,0.010721322876019013,0.0008378718056137324,0.010721322876019013,0.02463228779018245,0.9531986531986534,0.010721322876019013,0.796,0.80078125,0.789980732177264,0.8118811881188119,0.18811881188118812,0.2202020202020202,synthetic_20,bias,0.1,x1,Reduction,ground
8,0.012332439678284207,0.08133971291866027,0.08133971291866027,0.00889406152564054,0.9830670751723382,0.012332439678284124,0.801,0.8081002892960463,0.8073217726396917,0.8088803088803089,0.19111969111969113,0.2074688796680498,synthetic_20,bias,0.1,x1,Reweight,fair_clean
9,0.008779580208151616,0.025909090909090993,0.025909090909090993,0.00889406152564054,0.9830670751723382,0.008779580208151672,0.477,0.4857423795476893,0.47591522157996147,0.4959839357429719,0.5040160642570282,0.5418326693227091,synthetic_20,bias,0.1,x1,Reweight,emp_clean
10,0.08542421789773727,0.09547549224968577,0.09547549224968577,0.00889406152564054,0.9830670751723382,0.08542421789773724,0.804,0.8111753371868978,0.8111753371868978,0.8111753371868978,0.18882466281310212,0.20374220374220375,synthetic_20,bias,0.1,x1,Reweight,noisy
11,0.04680678437584515,0.10326770004189356,0.10326770004189356,0.00889406152564054,0.9830670751723382,0.04680678437584518,0.808,0.8125,0.8015414258188824,0.8237623762376237,0.17623762376237623,0.2080808080808081,synthetic_20,bias,0.1,x1,Reweight,ground
12,0.015136920324755748,0.19153679076325117,0.19153679076325117,0.08484848484848484,0.8549222797927462,0.015136920324755776,0.789,0.7973102785782901,0.7859848484848485,0.8089668615984406,0.19103313840155944,0.23203285420944558,synthetic_20,bias,0.1,x2,LR,fair_clean
13,0.1401928244033508,0.02965492786891366,0.14019282440335074,0.08484848484848484,0.8549222797927462,0.14019282440335074,0.47,0.48643410852713176,0.4753787878787879,0.498015873015873,0.501984126984127,0.5584677419354839,synthetic_20,bias,0.1,x2,LR,emp_clean
14,0.06615465177168789,0.18448518448518447,0.18448518448518447,0.08484848484848484,0.8549222797927462,0.066154651771688,0.794,0.8041825095057035,0.8011363636363636,0.8072519083969466,0.19274809160305342,0.22058823529411764,synthetic_20,bias,0.1,x2,LR,noisy
