,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,1,1,1,1,1,1.0,1,1,1,1
1,0,0,0,0,0,0.0,0,0,0,0
2,1,1,0,1,1,1.0,1,0,0,1
3,0,0,0,0,1,0.0,0,0,1,1
4,0,0,0,0,0,0.0,0,0,0,0
5,0,0,0,0,0,0.0,0,0,0,0
6,1,1,1,1,0,1.0,0,0,1,0
7,0,0,0,0,0,0.0,0,0,1,0
8,0,0,0,0,0,0.0,0,0,1,1
9,0,0,0,0,1,0.0,0,1,1,0
10,1,0,0,0,0,0.0,1,0,1,0
11,1,1,1,1,1,0.0,0,1,0,0
12,1,0,0,0,1,1.0,1,1,0,0
13,0,1,1,1,0,1.0,1,1,1,1
14,1,0,1,0,1,0.0,1,0,0,1
15,1,1,0,1,0,1.0,1,1,0,0
16,0,1,1,0,1,0.0,1,0,0,1
17,0,0,0,0,1,0.0,0,1,1,1
18,1,0,0,1,0,1.0,1,0,0,0
19,1,1,1,1,0,0.0,0,0,1,0
20,0,1,1,0,1,0.0,1,1,1,1
21,0,1,0,0,1,1.0,1,0,1,0
22,1,0,0,1,0,0.0,0,1,0,0
23,1,0,1,0,0,1.0,0,1,0,1
24,0,0,0,0,1,0.0,1,0,1,0
25,1,1,0,1,1,0.0,1,0,0,0
26,1,1,0,1,1,1.0,1,1,0,0
27,1,1,1,1,0,1.0,0,1,1,1
28,0,0,1,0,1,0.0,1,0,0,1
29,1,0,1,1,1,0.0,1,0,1,1
30,1,1,0,0,1,0.0,1,0,1,0
31,0,1,1,0,1,1.0,1,1,0,0
32,1,0,1,1,1,1.0,0,1,1,0
33,1,1,1,1,1,1.0,1,0,0,1
34,1,0,0,1,0,0.0,0,0,0,1
35,0,1,0,1,1,0.0,1,1,1,1
36,1,1,1,0,0,1.0,1,0,1,0
37,0,1,1,1,1,1.0,1,1,0,1
38,1,0,1,0,0,0.0,0,0,0,0
39,0,0,1,1,0,0.0,0,0,1,0
40,1,1,0,0,1,1.0,1,1,0,1
41,1,0,1,1,1,0.0,0,0,1,0
42,0,1,1,1,1,1.0,1,1,1,0
